,headline,sort_rank,url,date,year,month,day,hour,minute,domain,article_text
91,What exactly is a processed meat? And how much is safe to eat?,25,https://www.nbcnews.com/better/lifestyle/what-exactly-processed-meat-how-much-safe-eat-ncna1023401,2019-06-30,2019,6,30,17,12,lifestyle,"[<p class=""menu-copyright"">© 2019 NBC NEWS.COM</p>, <p class=""endmarkEnabled"">Back in 2015, the <a href=""https://www.who.int/features/qa/cancer-red-meat/en/"">World Health Organization’s International Agency for Research on Cancer (IARC)</a> classified processed meat as a carcinogen, which is just what it sounds like — something that causes cancer — because these foods have been shown to raise the risk of colon cancer and potentially other forms of cancer. There have also been <a href=""https://www.ahajournals.org/doi/full/10.1161/CIRCULATIONAHA.109.924977"">studies</a> linking processed meats to a higher risk of heart disease and diabetes. “The current evidence suggests the higher intake of processed meat, the higher the risk of chronic diseases and mortality,” says <a href=""http://www.hsph.harvard.edu/faculty/frank-hu/"">Frank B. Hu</a>, MD, PhD, Professor and Chair, Department of Nutrition, Harvard T.H. Chan School of Public Health. Hu notes that while there is no sufficient evidence to suggest a safe amount, eating a small amount of processed meat occasionally (once or twice a month) is unlikely to have an appreciable health impact.</p>, <p class=""endmarkEnabled"">Now that we know that the <a class=""vilynx_listened"" href=""https://www.nbcnews.com/better/health/what-better-choice-hot-dog-or-hamburger-ncna864021"" target=""_blank"">occasional hot dog</a> or strip of bacon isn’t cause for concern, what about a more routine processed meat habit? And what about deli turkey? Is that off the hook? How about meats that claim to have no added nitrates? Those can’t be that bad, can they? To answer these pressing questions, we turned to <a href=""mailto:http://pressroom.cancer.org/colleendoyle"" target=""_blank"" title=""Click to send email to Colleen Doyle"">Colleen Doyle</a>, MS, RD, Managing Director, Nutrition and Physical Activity at the American Cancer Society.</p>, <p class=""endmarkEnabled"">Processed meat is a meat that has been treated in some way to preserve or flavor it through salting, curing, fermenting, and smoking, says Doyle. Think: bacon, sausages, hot dogs, canned meat and other cured meats like salami. And that includes deli meat — whether red (like roast beef or ham) or white (like turkey or chicken).</p>, <p class=""endmarkEnabled"">Unfortunately, we just don’t know. “Many studies don’t differentiate between red and white meat consumption in the subjects, so there are still unanswered questions,” Doyle explains.</p>, <p class=""endmarkEnabled"">When it comes to processed meats, consumers are often concerned with added, synthetic nitrates, which are used to preserve the meats and keep them fresher, longer. If you’re concerned about additives, these more natural-sounding meats might seem appealing. But there’s a catch. Doyle explains that these natural meats (including chicken and turkey) are still processed, and they’re still made with nitrates. “They use natural sources of preservatives,” she says. “Many companies are using celery powder, celery juice or celery salt, which are high in nitrates. They can still label their product ‘nitrate-free’, because those are natural and not synthetic, but they are nitrates nonetheless.” In other words, once you ingest deli turkey or chicken or ham made with celery powder or another natural preservative, you’re still consuming nitrates — it’s just in a different form. “Unfortunately, we just don’t know yet whether these have the same impact as synthetic sources of nitrates.”</p>, <p class=""endmarkEnabled"">“I’ve got a lot of bacon-loving friends who ask me this all the time!” says Doyle. Unfortunately, this is another big question mark. “It isn’t known whether there is a safe level of consumption for processed meat — or for unprocessed red meat,” she says. (Unprocessed red meat, like hamburger and steak, has also been linked to health problems.)</p>, <p class=""endmarkEnabled"">Doyle understands the popularity of these snacks as they’re approved for many trendy eating patterns (like <a class=""vilynx_listened"" href=""mailto:https://www.nbcnews.com/better/health/best-weight-loss-advice-borrow-popular-diets-ncna926246"">paleo</a> and <a class=""vilynx_listened"" href=""mailto:https://www.nbcnews.com/better/health/what-keto-diet-it-right-you-ncna847256"">keto</a>), and they’re a portable option for people on the go. However, make no mistake. “They’re still processed meats (and tend to be high sodium), so I’d still advise people limit them,” she says. According to Hu, regular consumption of these foods is not considered a healthy dietary choice.</p>, <p class=""endmarkEnabled"">Doyle says that while she hasn’t seen studies specifically calling out smoked salmon, it definitely meets the definition of processed. “And, it’s pretty high in sodium. Bottom line for this and all processed meats: It would be smart to eat fish, poultry and beans over red (unprocessed) meat, and for individuals who do consume processed meat products, to do so sparingly, if at all.”</p>, <p class=""endmarkEnabled"">If your mind is spinning with this info and your regular lunch routine or <a class=""vilynx_listened"" href=""https://www.nbcnews.com/better/lifestyle/healthy-travel-snacks-ncna1021666"" target=""_blank"">on-the-go snack</a> now feels a little less healthy, here are some ideas for replacing processed meats with whole foods.</p>, <p class=""endmarkEnabled"">Want more tips like these? NBC News BETTER is obsessed with finding easier, healthier and smarter ways to live. <a class=""vilynx_listened"" href=""https://secure.nbcnews.com/optin/better/newsletter"">Sign up for our newsletter</a> and follow us on <a href=""https://www.facebook.com/NBCNewsBetter/"">Facebook</a>, <a href=""https://twitter.com/NBCNewsBETTER"">Twitter </a>and <a href=""https://www.instagram.com/nbcnewsbetter/"">Instagram</a>.</p>, <p>© 2019 NBC UNIVERSAL</p>]"
92,Palestinians release businessman who attended U.S. peace conference,26,https://www.nbcnews.com/news/world/palestinians-release-businessman-who-attended-u-s-peace-conference-n1025056,2019-06-30,2019,6,30,17,12,world,"[<p class=""endmarkEnabled"">JERUSALEM — A Palestinian security official on Sunday confirmed the release of a Palestinian man who was arrested after participating in the <a class=""vilynx_listened"" href=""https://www.nbcnews.com/news/world/kushner-faces-battle-sell-economic-plan-palestinians-peace-conference-n1021316"" target=""_blank"">White House-led Mideast peace conference</a> in Bahrain last week.</p>, <p class=""endmarkEnabled"">The Palestinian Authority arrested Saleh Abu Mayala on Saturday in the city of Hebron for interrogation.</p>, <p class=""endmarkEnabled"">The security official, speaking on condition of anonymity because he was not authorized to talk to the media, said Abu Mayala had been released late Saturday. The official did not elaborate on the reason for the arrest.</p>, <p class=""endmarkEnabled"">The Palestinian Authority boycotted the Bahrain conference, saying the U.S. is unfairly biased toward Israel.</p>, <p class=""endmarkEnabled"">Abu Mayala attended the conference with a small group of Palestinian colleagues, led by businessman Ashraf Jabari, who is viewed with deep suspicion by fellow Palestinians and authorities for his close ties to Jewish settlers in the West Bank.</p>, <p class=""endmarkEnabled"">U.S. Mideast envoy Jason Greenblatt welcomed Abu Mayala's release. ""We look fwd to continuing our conversation w all who attended the workshop &amp; anyone else who wants a better future for the Palestinians,"" he wrote on Twitter.</p>, <p class=""endmarkEnabled"">In Bahrain, Trump's son-in-law and senior adviser <a class=""vilynx_listened"" href=""https://www.nbcnews.com/news/world/trump-administration-unveils-50-billion-palestinian-economic-plan-approach-abbas-n1020666"" target=""_blank"">Jared Kushner revealed the economic part of the plan</a>, promising $50 billion in projects and investments aimed at helping the Palestinians and neighboring Arab countries.</p>, <p class=""endmarkEnabled"">The Palestinian leadership says the economic plan should not pre-empt a political settlement.</p>, <p class=""endmarkEnabled"">The Palestinian Authority has boycotted the Trump administration since its 2017 recognition of contested Jerusalem as Israel's capital and relocation of the U.S. embassy to the city the following year. The Trump administration has also halted aid to the Palestinians, pressuring them to resume peace negotiations with Israel.</p>, <p class=""endmarkEnabled"">Addressing his Cabinet, Israeli Prime Minister Benjamin Netanyahu welcomed the economic plan and criticized the Palestinians' rejection and arrest of Abu Mayala.</p>, <p class=""endmarkEnabled"">""This is not how those who want to promote peace act,"" he said.</p>, <p>© 2019 NBC UNIVERSAL</p>]"
93,Scientists are searching for a mirror universe. It could be sitting right in front of you.,27,https://www.nbcnews.com/mach/science/scientists-are-searching-mirror-universe-it-could-be-sitting-right-ncna1023206,2019-06-30,2019,6,30,17,12,science,"[<p class=""menu-copyright"">© 2019 NBC NEWS.COM</p>, <p class=""endmarkEnabled"">At Oak Ridge National Laboratory in eastern Tennessee, physicist Leah Broussard is trying to open a portal to a parallel universe.</p>, <p class=""endmarkEnabled"">She calls it an “oscillation” that would lead her to “mirror matter,” but the idea is fundamentally the same. In a series of experiments she plans to run at Oak Ridge this summer, Broussard will <a href=""https://arxiv.org/abs/1710.00767"" target=""_blank"">send a beam of subatomic particles down a 50-foot tunnel</a>, past a ring of powerful magnets and into an impenetrable wall. If the setup is just right — and if the universe cooperates — some of those particles will transform into mirror-image versions of themselves, allowing them to tunnel right through the wall. And if that happens, Broussard will have uncovered the first evidence of a mirror world right alongside our own.</p>, <p class=""endmarkEnabled"">“It’s pretty wacky,” Broussard says of her mind-bending exploration.</p>, <p class=""endmarkEnabled"">The mirror world, assuming it exists, would have its own laws of mirror-physics and its own mirror-history. You wouldn’t find a mirror version of yourself there (and no evil Mister Spock with a goatee — sorry ""Star Trek"" fans). But current theory allows that you might find mirror atoms and mirror rocks, maybe even mirror planets and stars. Collectively, they could form an entire shadow world, just as real as our own but almost completely cut off from us.</p>, <p class=""endmarkEnabled"">Broussard says her initial search for the mirror world won’t be especially difficult. “This is a pretty straightforward experiment that we cobbled together with parts we found lying around, using equipment and resources we already had available at Oak Ridge,” she says. But if she unequivocally detects even a single mirror particle, it would prove that the visible universe is only half of what is out there — and that the known laws of physics are only half of a much broader set of rules.</p>, <p class=""endmarkEnabled"">“If you discover something new like that, the game totally changes,” Broussard says.</p>, <p class=""endmarkEnabled"">As with many grand scientific quests, the hunt for mirror matter <a href=""https://www.quantamagazine.org/neutron-lifetime-puzzle-deepens-but-no-dark-matter-seen-20180213/"" target=""_blank"">grew out of a small, seemingly esoteric mystery</a>. Starting in the 1990s, physicists developed high-precision experiments to study how neutrons — particles found in the nuclei of atoms — break down into protons, a process related to radioactivity. But those experiments took a strange turn.</p>, <p class=""endmarkEnabled"">Researchers found that neutrons created in particle beams, similar to the one Broussard will use, last 14 minutes and 48 seconds, on average, before “decaying” into protons. But neutrons stored in a laboratory bottle seem to break down a bit faster, in 14 minutes and 38 seconds.</p>, <p class=""endmarkEnabled"">Ten seconds might not sound like much, but the actual difference should be zero: All neutrons are exactly the same, and their behavior should depend not one bit on where or how they are examined.</p>, <p class=""endmarkEnabled"">“I take discrepancy very seriously,” says Benjamin Grinstein, a particle-physics expert at the University of California, San Diego. “It’s not just between two experiments. It is a collection of many experiments done independently by several groups. The newest experiments, conceived in part to resolve the disagreement, <a href=""https://science.sciencemag.org/content/360/6389/627"" target=""_blank"">have “only made it worse,”</a> he adds.</p>, <p class=""endmarkEnabled"">Grinstein has explored the possibility that some neutrons are unexpectedly breaking down into particles other than protons but has found nothing so far. Mirror matter offers a more elegant, if somewhat bizarre, explanation.</p>, <p class=""endmarkEnabled"">A decade ago, Anatoli Serebrov of Petersburg Nuclear Physics Institute in Russia introduced the idea that ordinary neutrons sometimes cross over into the mirror world and transform into mirror neutrons. At that point, we could no longer detect them — it would be as if some of the neutrons simply vanished. “That would make the neutron lifetime look wrong,” Broussard explains, because some of the neutrons would have been disappearing from the test equipment while the researchers were studying them.</p>, <p class=""endmarkEnabled"">Connect the dots, and you reach a far-out conclusion: The neutron experiments might look screwy because physicists unwittingly opened a portal to the mirror world.</p>, <p class=""endmarkEnabled"">Broussard’s goal is to find out if that portal really exists and, if so, to open it in a methodical way. That’s where her neutron beam and impenetrable wall come in.</p>, <p class=""endmarkEnabled"">Oak Ridge has an 85-megawatt <a href=""https://neutrons.ornl.gov/hfir"">nuclear reactor</a> that can shoot out billions of neutrons on demand, so getting enough raw material to work with isn’t an issue. The hard part is figuring out how to make some of the neutrons cross over into the mirror world, and then prove to her skeptical colleagues (and to her skeptical self) that it really happened.</p>, <p class=""endmarkEnabled"">Running the experiment will take about one day. Collecting the data and weeding out every possible source of error might then take a few weeks more. Broussard is looking for any telltale neutrons that managed to get past the barrier by turning into mirror neutrons, then turning back. “It all comes down to: Are we able to shine neutrons through a wall?” she says. “We should see no neutrons” according to conventional physics theory. If some of them show up anyway, that would suggest that conventional physics is wrong, and the mirror world is real.</p>, <p class=""endmarkEnabled"">Meanwhile, Klaus Kirch is working on a complementary experiment at the Paul Scherrer Institute in Zurich. His plan is to capture slow-moving neutrons, hit them with a magnetic field and then count to see if all the particles are still there. “If some neutrons oscillated into mirror-neutrons, they would disappear from our apparatus,” he says. Kirch's team has already run the experiment and hopes to have their results analyzed later in the summer.</p>, <p class=""endmarkEnabled"">Despite their conceptual simplicity, both Broussard’s and Kirch’s experiments are extremely delicate undertakings, dependent on assessing the strange behavior of a few subatomic particles within a crowd of billions. Other researchers have proposed that there might be more blatant signs of a mirror world. We might be seeing it everywhere in the sky.</p>, <p class=""endmarkEnabled"">Since the 1970s, astronomers have deduced that the universe is packed full of “<a class=""vilynx_listened"" href=""https://www.nbcnews.com/mach/science/what-dark-matter-ncna871991"">dark matter</a>,” a substance that cannot be observed directly but whose powerful gravitational pull helps keep galaxies from flying apart. The latest analyses indicate that dark matter outweighs visible matter by a factor of five. Yet dozens of intensive searches by astronomers around the world have failed to identify what dark matter is made of.</p>, <p class=""endmarkEnabled"">Zurab Berezhiani, a physicist at the University of L’Aquila in Italy who has conducted his own <a href=""https://link.springer.com/article/10.1140/epjc/s10052-018-6189-y"">mirror neutron searches</a>, offers an intriguing explanation: Dark matter has been hard to find because it is hidden away in the mirror world. In this view, dark matter and mirror matter are one and the same. If so, the mirror world is not just ubiquitous, it is far more massive than our own. At a recent physics conference, Berezhiani <a href=""http://www.int.washington.edu/PROGRAMS/17-69W/"">expanded on the idea</a>, outlining a possible parallel reality full of mirror stars, mirror galaxies and mirror black holes. Maybe even dark life?</p>, <p class=""endmarkEnabled"">“Dark people is probably a bit farfetched,” says Broussard, who confesses that these ideas push her right to the edge of her comfort zone. “But dark matter is very likely as rich as our own matter. This kind of thing needs to be explored.”</p>, <p class=""endmarkEnabled"">If she can open a passage to the mirror world at Oak Ridge, that will be one heck of a start.</p>, <p class=""endmarkEnabled"">SIGN UP FOR THE <a class=""vilynx_listened"" href=""https://link.nbcnews.com/join/5cj/mach-signup"">MACH NEWSLETTER</a> AND FOLLOW NBC NEWS MACH ON <a href=""https://twitter.com/NBCNewsMACH"">TWITTER</a>, <a href=""https://www.facebook.com/NBCNewsMACH/"">FACEBOOK</a>, AND <a href=""https://www.instagram.com/NBCNewsMach/"">INSTAGRAM</a>.</p>, <p>© 2019 NBC UNIVERSAL</p>]"
94,"Demonstrators clash in Portland, Oregon, throw 'concrete milkshakes'",28,https://www.nbcnews.com/news/us-news/demonstrators-clash-portland-oregon-throw-concrete-milkshakes-n1025036,2019-06-30,2019,6,30,17,12,us-news,"[<p class=""endmarkEnabled"">Police in Portland, Oregon, declared an unlawful assembly Saturday after antifa protesters clashed with far-right demonstrators, including the Proud Boys, in the downtown area, resulting in multiple injuries.</p>, <p class=""endmarkEnabled"">Authorities believe some demonstrators during the noontime action threw ""milkshakes"" that were actually cups filled with quick-drying concrete, a powder-and-water mixture that can set in as little as 10 minutes.</p>, <p class=""endmarkEnabled"">""Police have received information that some of the milkshakes thrown today during the demonstration contained quick-drying cement,"" the Portland Police Department <a href=""https://twitter.com/PortlandPolice/status/1145106839618502656"" target=""_blank"">tweeted.</a> ""We are encouraging anyone hit with a substance today to report it to police.""</p>, <p class=""endmarkEnabled"">A woman was arrested for allegedly throwing a substance, police said in a statement.</p>, <p class=""endmarkEnabled"">""During today's events, there were multiple assaults reported, as well as projectiles thrown at demonstrators and officers,"" police said. ""There were also reports of pepper spray and bear spray being used by people in the crowd. Officers deployed pepper spray during the incident.""</p>, <p class=""endmarkEnabled"">Authorities declared an unlawful assembly shortly after 3 p.m. and said the demonstrations had descended into a <a href=""https://twitter.com/PortlandPolice/status/1145091968160034816"" target=""_blank"">""civil disturbance.""</a> Officers in riot gear cleared downtown and Pioneer Courthouse Square, warning that stragglers would be arrested.</p>, <p class=""endmarkEnabled"">Other arrests included a man for alleged harassment and a woman for suspected disorderly conduct and harassment.</p>, <p class=""endmarkEnabled"">Among eight people injured were two officers who were pepper sprayed, one who was punched in an arm, and one who was hit with a ""projectile."" Additionally, three civilians were ""assaulted with weapons,"" according to the statement, which did not account for the eighth injury.</p>, <p class=""endmarkEnabled"">""We are actively investigating these incidents to hold those responsible accountable,"" Assistant Chief Chris Davis said.</p>, <p class=""endmarkEnabled"">NBC News affiliate <a href=""https://www.kgw.com/article/news/local/dueling-demonstrations-turn-into-civil-disturbance-in-downtown-portland/283-3a98f3b3-c2c8-4018-9678-2fbcfc81b2ae"" target=""_blank"">KGW in Portland</a> reported that hundreds of protesters had gathered Saturday, including anti-fascists on the left and members of the Proud Boys and the ""HimToo"" movement on the right, according to KGW and the <a href=""https://www.oregonlive.com/portland/2019/06/dueling-demonstrations-set-for-saturday-in-downtown-portland.html"" target=""_blank"">Portland Oregonian</a> newspaper.</p>, <p class=""endmarkEnabled"">The area cleared out by late afternoon.</p>, <p class=""articleByline__bio bio___3q2CD publico-txt f2 lh-copy mt3 mt0-m ml9-m"">Dennis Romero writes for NBC News and is based in Los Angeles.</p>, <p>© 2019 NBC UNIVERSAL</p>]"
95,Rivals defend Kamala Harris against online attacks they compare to 'birtherism',29,https://www.nbcnews.com/politics/2020-election/rivals-defend-kamala-harris-against-online-attacks-they-compare-birtherism-n1025031,2019-06-30,2019,6,30,17,12,2020-election,"[<p class=""endmarkEnabled"">A number of hopefuls for the Democratic nomination for president found common ground Saturday as they defended rival Sen. Kamala Harris against online allegations that she is not an ""American Black.""</p>, <p class=""endmarkEnabled"">Former Vice President Joe Biden, <a class=""vilynx_listened"" href=""https://www.nbcnews.com/politics/2020-election/biden-harris-busing-integration-became-flashpoint-debate-stage-n1024216"" target=""_blank"">who clashed with Harris at Thursday's Democratic debate in Miami </a>after she criticized his position five decades ago against school busing, said the social media attacks against the senator from California were clear echoes of ""birtherism.""</p>, <p class=""endmarkEnabled"">""Birtherism,"" promoted by some Republicans, <a class=""vilynx_listened"" href=""https://www.nbcnews.com/politics/2020-election/trump-defends-biden-after-democratic-debate-says-harris-got-too-n1024906"" target=""_blank"">including Donald Trump</a> before he assumed the presidency, was a movement that denied former President Barack Obama was a natural-born U.S. citizen, implying he was ineligible to be president.</p>, <p class=""endmarkEnabled"">""The same forces of hatred rooted in 'birtherism' that questioned @BarackObama's American citizenship, and even his racial identity, are now being used against Senator @KamalaHarris,"" Biden <a href=""https://twitter.com/joebiden/status/1145104672929308673?s=21"" target=""_blank"">tweeted</a>. ""It’s disgusting and we have to call it out when we see it. Racism has no place in America.""</p>, <p class=""endmarkEnabled"">Rep. Tim Ryan, D-Ohio, also compared the online attacks, which claim Harris is not a black American because her father is Jamaican, to ""birtherism,"" whose proponents claimed incorrectly that Obama was born in Kenya.</p>, <p class=""endmarkEnabled"">""The attack on @KamalaHarris is racist and we can't allow it to go unchecked,"" Ryan <a href=""https://twitter.com/TimRyan/status/1145068574450601984"" target=""_blank"">tweeted.</a> ""We have a responsibility to call out this birtherism and the continued spread of misinformation.""</p>, <p class=""endmarkEnabled"">Sen. Elizabeth Warren, D-Mass., <a href=""https://twitter.com/ewarren/status/1145047905411248131?s=21"" target=""_blank"">tweeted</a>, ""The attacks against @KamalaHarris are racist and ugly. We all have an obligation to speak out and say so. And it’s within the power and obligation of tech companies to stop these vile lies dead in their tracks.""</p>, <p class=""endmarkEnabled"">Other presidential hopefuls who came to Harris' defense included <a href=""https://twitter.com/berniesanders/status/1145095976539086850?s=21"" target=""_blank"">Bernie Sanders</a>, who called Donald Trump Jr. a racist for retweeting a claim that Harris is not a black American; South Bend, Indiana Mayor Pete Buttigieg, who called the attacks racist and <a href=""https://twitter.com/petebuttigieg/status/1145097189363978240?s=21"" target=""_blank"">""birther-style;""</a> Sen. Cory Booker, D-N.J.; Washington Gov. Jay Inslee, who said, ""The Trump family is peddling <a href=""https://twitter.com/jayinslee/status/1145058302994210816?s=21"" target=""_blank"">birtherism again</a>;"" Sen. Amy Klobuchar, D-Minn.; Sen. Kirsten Gillibrand, D-N.Y.; and former U.S. Rep. Beto O'Rourke of Texas.</p>, <p class=""endmarkEnabled"">Harris' campaign also compared the allegations to ""birtherism.""</p>, <p class=""endmarkEnabled"">""This is the same type of racist attacks used to attack Barack Obama,"" campaign spokeswoman Lily Adams said. ""It didn’t work then and it won’t work now.""</p>, <p class=""endmarkEnabled"">The barrage of statements against Harris started during Thursday's debate, after she criticized Biden for opposing busing that integrated public schools. Harris was widely seen as winning the second of the back-to-back Democratic debates in Miami.</p>, <p class=""endmarkEnabled"">She was born in Oakland, California, to an Indian mother and Jamaican father.</p>, <p class=""endmarkEnabled"">After the clash with Biden, a Twitter account under the name Ali Alexander posted, ""Kamala Harris is implying she is descended from American Black Slaves. She's not. She comes from Jamaican Slave Owners. That's fine. She's not an American Black. Period.""</p>, <p class=""endmarkEnabled"">Donald Trump Jr. retweeted the remark, but then deleted it.</p>, <p class=""endmarkEnabled"">Behavioral scientist Caroline Orr noted this week that a number of Twitter accounts seemed to be posting the same message in lockstep, a sign of a coordinated influence campaign.</p>, <p class=""endmarkEnabled"">""What a weird coincidence that a group of accounts, starting with Ali, decided to tweet the exact same thing (verbatim) about Kamala Harris within minutes of each other tonight,"" she tweeted.</p>, <p class=""articleByline__bio bio___3q2CD publico-txt f2 lh-copy mt3 mt0-m ml9-m"">Dennis Romero writes for NBC News and is based in Los Angeles.</p>, <p class=""articleByline__bio bio___3q2CD publico-txt f2 lh-copy mt3 mt0-m ml9-m"">Deepa Shivaram is a 2020 campaign embed for NBC News. </p>, <p>© 2019 NBC UNIVERSAL</p>]"
96,Body partially eaten by alligator found floating in Florida canal,30,https://www.nbcnews.com/news/us-news/body-partially-eaten-alligator-found-floating-florida-canal-n1025006,2019-06-30,2019,6,30,17,12,us-news,"[<p class=""endmarkEnabled"">Authorities in Florida are investigating the death of a man whose body had been partially eaten by an alligator and was found floating in a canal.</p>, <p class=""endmarkEnabled"">The Polk County Sheriff's Office identified the man as Michael Ford II, 45, of Wauchula, whose body was found Thursday morning floating in a canal around property owned by <a href=""http://www.mosaicco.com/index.htm"" target=""_blank"">Mosaic.</a></p>, <p class=""endmarkEnabled"">""A large alligator had a part of Ford's body in his mouth"" when a Mosaic employee found Ford's body, the sheriff's office said in a news release.</p>, <p class=""endmarkEnabled"">The Florida Fish and Wildlife Conservation Commission, which is also involved in the ongoing investigation, trapped and killed the alligator to perform a necropsy.</p>, <p class=""endmarkEnabled"">""Ford's hand and foot were found inside the gator's stomach,"" the sheriff's office said about the necropsy results.</p>, <p class=""endmarkEnabled"">Ford's body had other injuries caused by the gator and his apparent cause of death is drowning, an autopsy revealed, according to the sheriff's office. A final cause of death had not been determined as of Saturday afternoon because officials were waiting for toxicology results.</p>, <p class=""endmarkEnabled"">Detectives from the sheriff's office seized a truck found at the scene and determined it belonged to a friend of Ford's who had recently agreed to sell it to him.</p>, <p class=""endmarkEnabled"">Neither the friend nor Ford's family had heard from him since June 23, according to authorities.</p>, <p class=""articleByline__bio bio___3q2CD publico-txt f2 lh-copy mt3 mt0-m ml9-m"">Nicole Acevedo is a staff reporter at NBC News Digital where she reports, writes and produces content for NBC Latino and NBCNews.com.</p>, <p>© 2019 NBC UNIVERSAL</p>]"
97,Cory Booker takes aim at Joe Biden's 'hoodie' language about race,31,https://www.nbcnews.com/politics/politics-news/cory-booker-takes-aim-joe-biden-s-language-about-race-n1025011,2019-06-30,2019,6,30,17,12,politics-news,"[<p class=""endmarkEnabled"">Joe Biden, the current frontrunner in the race for the Democratic presidential nomination, once again came under criticism from a another candidate from his party over the topic of race.</p>, <p class=""endmarkEnabled"">Sen. Cory Booker of New Jersey took issue with language Biden used when speaking at a Rainbow PUSH luncheon on Friday about ways in which he would help to uplift African American communities.</p>, <p class=""endmarkEnabled"">While discussing the need for criminal justice reform, Biden said people must continue to work toward recognizing blacks as equals so that African American mothers, like the mother of Trayvon Martin, who was killed in Florida in 2012, no longer have to fear that their sons will be shot whenever they are away from home.</p>, <p class=""endmarkEnabled"">""We've got to recognize that the kid wearing a hoodie may very well be the next poet laureate and not a gangbanger,"" Biden said.</p>, <p class=""endmarkEnabled"">The use of the word ""gangbanger"" drew criticism on social media, including from Booker, who suggested that Biden lacks a qualification for the Democratic nominee of being able to talk about race constructively.</p>, <p class=""endmarkEnabled"">""This isn’t about a hoodie,"" Booker tweeted. ""It’s about a culture that sees a problem with a kid wearing a hoodie in the first place. Our nominee needs to have the language to talk about race in a far more constructive way.""</p>, <p class=""endmarkEnabled"">The Biden campaign released a statement Saturday.</p>, <p class=""endmarkEnabled"">""Vice President Biden, like many leaders over the years, was calling direct attention to the daily experiences faced by many African American men around the country and the perceived so-called 'threat' from people like Trayvon Martin who were racially profiled and deemed 'criminal' while wearing a hoodie,"" said Jamal Brown, national press secretary for the campaign.</p>, <p class=""endmarkEnabled"">""As the context of his remarks noted, we need to 'Make sure black mothers feel confident when they send their child, their son, out on the streets that they're going to feel safe.'""</p>, <p class=""endmarkEnabled"">This comes as Biden has faced mounting criticism for some of his past positions on racial issues as well as his close relationships with noted segregationists, Sens. James Eastland, D-Miss., and Herman Talmadge, D-Ga.</p>, <p class=""endmarkEnabled"">Earlier this month, Biden and Booker went back and forth over Biden's lauding the “civility” of the 1970s and ‘80s in the Senate when he was able to work with those two segregationist senators.</p>, <p class=""endmarkEnabled"">Booker said Biden should apologize; Biden said Booker should apologize to him for his criticism.</p>, <p class=""endmarkEnabled"">Biden again seemed to stumble on the issue of race at Thursday’s Democratic debate when Sen. Kamala Harris of California directly attacked his past opposition to federally mandated school busing to integrate schools.</p>, <p class=""endmarkEnabled"">On Friday before a largely African American crowd, Biden laid out his vision for universal pre-K and for improving teaching quality for all children. He also said he would repeal President Donald Trump's tax cuts for the wealthy in an effort to direct more money toward helping middle-class and low-income Americans.</p>, <p class=""articleByline__bio bio___3q2CD publico-txt f2 lh-copy mt3 mt0-m ml9-m"">Marianna Sotomayor is a 2020 campaign embed for NBC News. </p>, <p class=""articleByline__bio bio___3q2CD publico-txt f2 lh-copy mt3 mt0-m ml9-m"">Phil McCausland is an NBC News reporter focused on the rural-urban divide.</p>, <p>© 2019 NBC UNIVERSAL</p>]"
98,Amazon doc ‘Rigged’ critiques GOP efforts that stifle voting,32,https://www.msnbc.com/am-joy/watch/-rigged-documentary-probes-gop-voter-suppression-allegations-62983237895,2019-06-30,2019,6,30,17,12,am-joy,"[<p class=""dekText___2NzAW"">The new Amazon documentary, ‘Rigged: The Voter Suppression Playbook,’ narrated by celebrated actor Jeffrey Wright, examines tactics used by Republicans over the decades that have significantly curtailed the ability of people to vote. Joy Reid is joined by co-executive producer of ‘Rigged,’ Mac Heller.<span class=""byline___3V_nz"">June 30, 2019</span></p>, <p class=""dek___31reR""></p>, <p>© 2019 NBC UNIVERSAL</p>]"
99,Watch ,33,https://www.nbcnews.com/video/full-video-democratic-presidential-debate-night-1-62758981769 ,2019-06-30,2019,6,30,17,12,video,"[<p class=""dekText___2NzAW"">Watch the full video of 2020 Democratic presidential debate night one in Miami, Florida where presidential candidates faced off.<span class=""byline___3V_nz"">June 26, 2019</span></p>, <p class=""color-knockout-primary f4 lh-copy"" data-test=""related-text""><span class=""typeIcon___shd9I icon___p46Rl df items-start justify-start color-secondary icon icon-dot""></span><span class=""ml5"" data-test=""related-prefix""></span><span>Democrats spar over health care, immigration at first debate, agree Trump economy rigged</span></p>, <p class=""dek___31reR""></p>, <p>© 2019 NBC UNIVERSAL</p>]"
100,Watch ,34,https://www.nbcnews.com/video/full-video-democratic-presidential-debate-night-1-62758981769 ,2019-06-30,2019,6,30,17,12,video,"[<p class=""dekText___2NzAW"">Watch the full video of 2020 Democratic presidential debate night one in Miami, Florida where presidential candidates faced off.<span class=""byline___3V_nz"">June 26, 2019</span></p>, <p class=""color-knockout-primary f4 lh-copy"" data-test=""related-text""><span class=""typeIcon___shd9I icon___p46Rl df items-start justify-start color-secondary icon icon-dot""></span><span class=""ml5"" data-test=""related-prefix""></span><span>Democrats spar over health care, immigration at first debate, agree Trump economy rigged</span></p>, <p class=""dek___31reR""></p>, <p>© 2019 NBC UNIVERSAL</p>]"
